,model_name,runtime,load,params
0,GC,14.7516024113093,0.0078125,"(1,)"
1,GC,14.700374768660346,0.01171875,"(2,)"
2,GC,14.794963224880458,0.015625,"(3,)"
3,GC,14.601471533927903,0.01953125,"(4,)"
4,GC,14.555752944106272,0.0234375,"(5,)"
5,GC,14.667539301457317,0.02734375,"(6,)"
6,GC,13.845820467855802,0.03125,"(7,)"
7,GC,13.429738581426964,0.03515625,"(8,)"
8,GC,12.693816507438354,0.0390625,"(9,)"
9,GC,12.857196568182188,0.04296875,"(10,)"
10,GC,12.752724735711606,0.046875,"(11,)"
11,GC,12.924703747020905,0.05078125,"(12,)"
12,GC,13.096682758330203,0.0546875,"(13,)"
13,GC,13.268661769639506,0.05859375,"(14,)"
14,GC,13.440640780948804,0.0625,"(15,)"
15,GC,13.612619792258108,0.06640625,"(16,)"
16,GC,13.784598803567405,0.0703125,"(17,)"
17,GC,13.956211754132873,0.07421875,"(18,)"
18,GC,14.119591814876706,0.078125,"(19,)"
19,GC,14.282971875620541,0.08203125,"(20,)"
20,GC,14.446351936364378,0.0859375,"(21,)"
21,GC,14.609731997108213,0.08984375,"(22,)"
22,GC,14.767236944280885,0.09375,"(23,)"
23,GC,14.922018054459258,0.09765625,"(24,)"
24,GC,15.076799164637627,0.1015625,"(25,)"
25,GC,15.231580274816,0.10546875,"(26,)"
26,GC,15.38636138499437,0.109375,"(27,)"
27,GC,15.541142495172737,0.11328125,"(28,)"
28,GC,15.695923605351108,0.1171875,"(29,)"
29,GC,15.85070471552948,0.12109375,"(30,)"
30,GC,15.998443807612968,0.125,"(31,)"
31,GC,16.144625967225874,0.12890625,"(32,)"
32,GC,16.29080812683878,0.1328125,"(33,)"
33,GC,16.436990286451685,0.13671875,"(34,)"
34,GC,16.583172446064587,0.140625,"(35,)"
35,GC,16.729354605677493,0.14453125,"(36,)"
36,GC,16.875536765290402,0.1484375,"(37,)"
37,GC,17.017434752850168,0.15234375,"(38,)"
38,GC,17.15501796189761,0.15625,"(39,)"
39,GC,17.29260117094505,0.16015625,"(40,)"
40,GC,17.43018437999249,0.1640625,"(41,)"
41,GC,17.56776758903993,0.16796875,"(42,)"
42,GC,17.696647048326447,0.171875,"(43,)"
43,GC,17.81703235624296,0.17578125,"(44,)"
44,GC,17.93741766415947,0.1796875,"(45,)"
45,GC,18.05780297207598,0.18359375,"(46,)"
46,GC,18.17818827999249,0.1875,"(47,)"
47,GC,18.298573587909004,0.19140625,"(48,)"
48,GC,18.418958895825508,0.1953125,"(49,)"
49,GC,18.539344203742022,0.19921875,"(50,)"
50,GC,18.659729511658533,0.203125,"(51,)"
51,GC,18.78011481957504,0.20703125,"(52,)"
52,GC,18.90050012749155,0.2109375,"(53,)"
53,GC,19.02088543540806,0.21484375,"(54,)"
54,GC,19.141270743324576,0.21875,"(55,)"
55,GC,19.257900669009576,0.22265625,"(56,)"
56,GC,19.369687026360623,0.2265625,"(57,)"
57,GC,19.47331740034923,0.23046875,"(58,)"
58,GC,19.57650480713481,0.234375,"(59,)"
59,GC,19.679692213920397,0.23828125,"(60,)"
60,GC,19.782879620705977,0.2421875,"(61,)"
61,GC,19.886067027491553,0.24609375,"(62,)"
62,GC,19.989254434277136,0.25,"(63,)"
63,GC,20.092441841062715,0.25390625,"(64,)"
64,GC,20.195629247848295,0.2578125,"(65,)"
65,GC,20.294593266747718,0.26171875,"(66,)"
66,GC,20.389181722967834,0.265625,"(67,)"
67,GC,20.483770179187946,0.26953125,"(68,)"
68,GC,20.578358635408065,0.2734375,"(69,)"
69,GC,20.67294709162818,0.27734375,"(70,)"
70,GC,20.767535547848293,0.28125,"(71,)"
71,GC,20.85685731278946,0.28515625,"(72,)"
72,GC,20.942846818444114,0.2890625,"(73,)"
